ASV	Kingdom	Phylum	Class	Order	Family	Genus
Seq_4606	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unclassified
Seq_4607	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter
Seq_4608	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera
Seq_4609	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_4610	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_4611	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Seq_4612	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_4613	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia
Seq_4614	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Seq_4615	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia
Seq_4616	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_4617	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Seq_4618	Bacteria	Actinobacteriota	Acidimicrobiia	Unclassified	Unclassified	Unclassified
Seq_4619	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_4620	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter
Seq_4621	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_4622	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
Seq_4623	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Seq_4624	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Seq_4625	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_4626	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_4627	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unclassified
Seq_4628	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Seq_4629	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Seq_4630	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Seq_4631	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Seq_4632	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	Unclassified
Seq_4633	Bacteria	Firmicutes	Bacilli	Unclassified	Unclassified	Unclassified
Seq_4634	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
Seq_4635	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis
Seq_4636	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter
Seq_4637	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum
Seq_4638	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Plot4-2H12
Seq_4639	Bacteria	Dependentiae	Babeliae	Babeliales	Unclassified	Unclassified
Seq_4640	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_4641	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_4642	Bacteria	Planctomycetota	BD7-11	Unclassified	Unclassified	Unclassified
Seq_4643	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Seq_4644	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	Aliidongia
Seq_4645	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Unclassified
Seq_4646	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Occallatibacter
Seq_4647	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila
Seq_4648	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Rhodoblastus
Seq_4649	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Seq_4650	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_4651	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unclassified
Seq_4652	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_4653	Archaea	Crenarchaeota	Nitrososphaeria	Unclassified	Unclassified	Unclassified
Seq_4654	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_4655	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
Seq_4656	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
Seq_4657	Bacteria	WPS-2	Unclassified	Unclassified	Unclassified	Unclassified
Seq_4658	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Seq_4659	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Seq_4660	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
Seq_4661	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Seq_4662	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
Seq_4663	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
Seq_4664	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Seq_4665	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella
Seq_4666	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus Koribacter
Seq_4667	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
Seq_4668	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Unclassified
Seq_4669	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
Seq_4670	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unclassified
Seq_4671	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia
Seq_4672	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Seq_4673	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_4674	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter
Seq_4675	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Unclassified
Seq_4676	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unclassified	Unclassified
Seq_4677	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
Seq_4678	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Seq_4679	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
Seq_4680	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Cephaloticoccus
Seq_4681	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	Unclassified
Seq_4682	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_4683	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_4684	Bacteria	Actinobacteriota	Acidimicrobiia	Unclassified	Unclassified	Unclassified
Seq_4685	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Unclassified
Seq_4686	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia
Seq_4687	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter
Seq_4688	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella
Seq_4689	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	Unclassified
Seq_4690	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
Seq_4691	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Unclassified
Seq_4692	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium
Seq_4693	Bacteria	Firmicutes	Unclassified	Unclassified	Unclassified	Unclassified
Seq_4694	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unclassified
Seq_4695	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Unclassified
Seq_4696	Bacteria	WPS-2	Unclassified	Unclassified	Unclassified	Unclassified
Seq_4697	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
Seq_4698	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unclassified
Seq_4699	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus
Seq_4700	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Seq_4701	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Pontibacter
Seq_4702	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
Seq_4703	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_4704	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unclassified
Seq_4705	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Sorangium
Seq_4706	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
Seq_4707	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Unclassified
Seq_4708	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Seq_4709	Bacteria	Firmicutes	Bacilli	Unclassified	Unclassified	Unclassified
Seq_4710	Archaea	Crenarchaeota	Nitrososphaeria	Group 1.1c	Unclassified	Unclassified
Seq_4711	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_4712	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
Seq_4713	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_4714	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_4715	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_4716	Bacteria	Actinobacteriota	Acidimicrobiia	Unclassified	Unclassified	Unclassified
Seq_4717	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus
Seq_4718	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax
Seq_4719	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Candidatus Aquirestis
Seq_4720	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum
Seq_4721	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter
Seq_4722	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Seq_4723	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
Seq_4724	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Unclassified
Seq_4725	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	Unclassified	Unclassified
Seq_4726	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unclassified
Seq_4727	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
Seq_4728	Bacteria	Firmicutes	Unclassified	Unclassified	Unclassified	Unclassified
Seq_4729	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_4730	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Unclassified
Seq_4731	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
Seq_4732	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unclassified	Unclassified
Seq_4733	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Seq_4734	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
Seq_4735	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Unclassified
Seq_4736	Bacteria	Actinobacteriota	Acidimicrobiia	Unclassified	Unclassified	Unclassified
Seq_4737	Bacteria	Actinobacteriota	Acidimicrobiia	Unclassified	Unclassified	Unclassified
Seq_4738	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Unclassified
Seq_4739	Bacteria	Verrucomicrobiota	Verrucomicrobiae	S-BQ2-57 soil group	Unclassified	Unclassified
Seq_4740	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Pasteuria
Seq_4741	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unclassified
Seq_4742	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_4743	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_4744	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Unclassified
Seq_4745	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia
Seq_4746	Bacteria	Actinobacteriota	Acidimicrobiia	Unclassified	Unclassified	Unclassified
Seq_4747	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Auricoccus-Abyssicoccus
Seq_4748	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
Seq_4749	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
Seq_4750	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
Seq_4751	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
Seq_4752	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	Aliterella
Seq_4753	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_4754	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc
Seq_4755	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Unclassified
Seq_4756	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_4757	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Unclassified
Seq_4758	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unclassified
Seq_4759	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
Seq_4760	Bacteria	Actinobacteriota	Acidimicrobiia	Unclassified	Unclassified	Unclassified
Seq_4761	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella
Seq_4762	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unclassified	Unclassified
Seq_4763	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
Seq_4764	Bacteria	Cyanobacteria	Cyanobacteriia	Unclassified	Unclassified	Unclassified
Seq_4765	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unclassified
Seq_4766	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12
Seq_4767	Bacteria	Chloroflexi	TK10	Unclassified	Unclassified	Unclassified
Seq_4768	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
Seq_4769	Bacteria	WPS-2	Unclassified	Unclassified	Unclassified	Unclassified
Seq_4770	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium
Seq_4771	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Unclassified
Seq_4772	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
Seq_4773	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
Seq_4774	Bacteria	FCPU426	Unclassified	Unclassified	Unclassified	Unclassified
Seq_4775	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola
Seq_4776	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
Seq_4777	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Seq_4778	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Seq_4779	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Unclassified	Unclassified
Seq_4780	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter
Seq_4781	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella
Seq_4782	Bacteria	Actinobacteriota	Acidimicrobiia	Unclassified	Unclassified	Unclassified
Seq_4783	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus
Seq_4784	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
Seq_4785	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Unclassified
Seq_4786	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira
Seq_4787	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_4788	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium
Seq_4789	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella
Seq_4790	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Seq_4791	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_4792	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_4793	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified
Seq_4794	Archaea	Thermoplasmatota	Thermoplasmata	Unclassified	Unclassified	Unclassified
Seq_4795	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_4796	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
Seq_4797	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas
Seq_4798	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus
Seq_4799	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_4800	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
Seq_4801	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
Seq_4802	Bacteria	WPS-2	Unclassified	Unclassified	Unclassified	Unclassified
Seq_4803	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Unclassified
Seq_4804	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
Seq_4805	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
Seq_4806	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
Seq_4807	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia
Seq_4808	Bacteria	Actinobacteriota	Acidimicrobiia	Unclassified	Unclassified	Unclassified
Seq_4809	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_4810	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_4811	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_4812	Bacteria	Actinobacteriota	Acidimicrobiia	Unclassified	Unclassified	Unclassified
Seq_4813	Bacteria	Actinobacteriota	Acidimicrobiia	Unclassified	Unclassified	Unclassified
Seq_4814	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	Unclassified
Seq_4815	Bacteria	Dependentiae	Babeliae	Babeliales	Unclassified	Unclassified
Seq_4816	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	CWT CU03-E12	Unclassified
Seq_4817	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
Seq_4818	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_4819	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Microcystaceae	Microcystis PCC-7914
Seq_4820	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unclassified	Unclassified
Seq_4821	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum
Seq_4822	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_4823	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Unclassified
Seq_4824	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_4825	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_4826	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_4827	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter
Seq_4828	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Seq_4829	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_4830	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella
Seq_4831	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
Seq_4832	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
Seq_4833	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium
Seq_4834	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unclassified
Seq_4835	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Unclassified
Seq_4836	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
Seq_4837	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_4838	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_4839	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	Aliidongia
