ASV	Kingdom	Phylum	Class	Order	Family	Genus
Seq_9344	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
Seq_9345	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Seq_9346	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
Seq_9347	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	bac2nit3	Unclassified
Seq_9348	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
Seq_9349	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_9350	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
Seq_9351	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9352	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna
Seq_9353	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaera
Seq_9354	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_9355	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Unclassified
Seq_9356	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_9357	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 9
Seq_9358	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	Unclassified
Seq_9359	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified
Seq_9360	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Seq_9361	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Seq_9362	Bacteria	Actinobacteriota	Acidimicrobiia	Unclassified	Unclassified	Unclassified
Seq_9363	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_9364	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium
Seq_9365	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unclassified	Unclassified
Seq_9366	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
Seq_9367	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Hydrogenophilus
Seq_9368	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
Seq_9369	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisoma
Seq_9370	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus
Seq_9371	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_9372	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
Seq_9373	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Unclassified
Seq_9374	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unclassified
Seq_9375	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter
Seq_9376	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unclassified	Unclassified
Seq_9377	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera
Seq_9378	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Seq_9379	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unclassified
Seq_9380	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	Unclassified
Seq_9381	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_9382	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
Seq_9383	Bacteria	Proteobacteria	Gammaproteobacteria	JG36-TzT-191	Unclassified	Unclassified
Seq_9384	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_9385	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys
Seq_9386	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter
Seq_9387	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium
Seq_9388	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_9389	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	Unclassified
Seq_9390	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9391	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unclassified
Seq_9392	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_9393	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
Seq_9394	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_9395	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unclassified
Seq_9396	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unclassified	Unclassified
Seq_9397	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unclassified	Unclassified
Seq_9398	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
Seq_9399	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter
Seq_9400	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9401	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unclassified
Seq_9402	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter
Seq_9403	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified
Seq_9404	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unclassified	Unclassified
Seq_9405	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella
Seq_9406	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_9407	Bacteria	Chloroflexi	JG30-KF-CM66	Unclassified	Unclassified	Unclassified
Seq_9408	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unclassified
Seq_9409	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Ga0074140
Seq_9410	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
Seq_9411	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	Unclassified
Seq_9412	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Seq_9413	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	Unclassified
Seq_9414	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
Seq_9415	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_9416	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_9417	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1959-1
Seq_9418	Bacteria	WPS-2	Unclassified	Unclassified	Unclassified	Unclassified
Seq_9419	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Seq_9420	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Seq_9421	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Seq_9422	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Seq_9423	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
Seq_9424	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter
Seq_9425	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria
Seq_9426	Bacteria	Actinobacteriota	Acidimicrobiia	Unclassified	Unclassified	Unclassified
Seq_9427	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
Seq_9428	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
Seq_9429	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI 0001001-H03
Seq_9430	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	Unclassified
Seq_9431	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
Seq_9432	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Seq_9433	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Unclassified
Seq_9434	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
Seq_9435	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unclassified
Seq_9436	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
Seq_9437	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Modestobacter
Seq_9438	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
Seq_9439	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
Seq_9440	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Seq_9441	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	Unclassified
Seq_9442	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9443	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
Seq_9444	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum
Seq_9445	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1
Seq_9446	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unclassified
Seq_9447	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Seq_9448	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	Unclassified
Seq_9449	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
Seq_9450	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Seq_9451	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
Seq_9452	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	Unclassified
Seq_9453	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Cephaloticoccus
Seq_9454	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Unclassified
Seq_9455	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
Seq_9456	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	SN8
Seq_9457	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia
Seq_9458	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
Seq_9459	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_9460	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_9461	Bacteria	Actinobacteriota	Acidimicrobiia	Unclassified	Unclassified	Unclassified
Seq_9462	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unclassified	Unclassified
Seq_9463	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_9464	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_9465	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_9466	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9467	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Seq_9468	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
Seq_9469	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Unclassified
Seq_9470	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9471	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9472	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Seq_9473	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9474	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	Unclassified
Seq_9475	Bacteria	Dependentiae	Babeliae	Babeliales	Unclassified	Unclassified
Seq_9476	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Unclassified	Unclassified
Seq_9477	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9478	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium
Seq_9479	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_9480	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_9481	Bacteria	Actinobacteriota	Acidimicrobiia	Unclassified	Unclassified	Unclassified
Seq_9482	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
Seq_9483	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
Seq_9484	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_9485	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9486	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_9487	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
Seq_9488	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas
Seq_9489	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Edaphobacter
Seq_9490	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Unclassified
Seq_9491	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9492	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9493	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9494	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_9495	Archaea	Thermoplasmatota	Thermoplasmata	Unclassified	Unclassified	Unclassified
Seq_9496	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
Seq_9497	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9498	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unclassified	Unclassified
Seq_9499	Archaea	Thermoplasmatota	Thermoplasmata	Unclassified	Unclassified	Unclassified
Seq_9500	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	Unclassified
Seq_9501	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unclassified	Unclassified
Seq_9502	Archaea	Thermoplasmatota	Thermoplasmata	Unclassified	Unclassified	Unclassified
Seq_9503	Bacteria	RCP2-54	Unclassified	Unclassified	Unclassified	Unclassified
Seq_9504	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria
Seq_9505	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unclassified
Seq_9506	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Unclassified
Seq_9507	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Seq_9508	Bacteria	Actinobacteriota	Acidimicrobiia	Unclassified	Unclassified	Unclassified
Seq_9509	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unclassified	Unclassified
Seq_9510	Bacteria	Actinobacteriota	Actinobacteria	Unclassified	Unclassified	Unclassified
Seq_9511	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_9512	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9513	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9514	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9515	Bacteria	Acidobacteriota	Acidobacteriae	Unclassified	Unclassified	Unclassified
Seq_9516	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_9517	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Sorangium
Seq_9518	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_9519	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unclassified	Unclassified
Seq_9520	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unclassified	Unclassified
Seq_9521	Bacteria	Firmicutes	Unclassified	Unclassified	Unclassified	Unclassified
Seq_9522	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
Seq_9523	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9524	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Seq_9525	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unclassified
Seq_9526	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Unclassified
Seq_9527	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Unclassified	Unclassified
Seq_9528	Bacteria	Actinobacteriota	Acidimicrobiia	Unclassified	Unclassified	Unclassified
Seq_9529	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unclassified	Unclassified
Seq_9530	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Unclassified
Seq_9531	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Unclassified	Unclassified
Seq_9532	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unclassified	Unclassified
Seq_9533	Bacteria	Actinobacteriota	Acidimicrobiia	Unclassified	Unclassified	Unclassified
Seq_9534	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
Seq_9535	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Seq_9536	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unclassified	Unclassified
Seq_9537	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
Seq_9538	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_9539	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified
Seq_9540	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
Seq_9541	Bacteria	Dependentiae	Babeliae	Babeliales	Unclassified	Unclassified
Seq_9542	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania
Seq_9543	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Unclassified
Seq_9544	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	Unclassified	Unclassified
Seq_9545	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055
Seq_9546	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Seq_9547	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Unclassified	Unclassified
Seq_9548	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
Seq_9549	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9550	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
Seq_9551	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unclassified	Unclassified
Seq_9552	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Unclassified
Seq_9553	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
Seq_9554	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Unclassified
Seq_9555	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9556	Bacteria	Acidobacteriota	Acidobacteriae	Unclassified	Unclassified	Unclassified
Seq_9557	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unclassified	Unclassified
Seq_9558	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unclassified	Unclassified
Seq_9559	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unclassified	Unclassified
Seq_9560	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Seq_9561	Archaea	Crenarchaeota	Nitrososphaeria	Group 1.1c	Unclassified	Unclassified
Seq_9562	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9563	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
Seq_9564	Bacteria	Actinobacteriota	Acidimicrobiia	Unclassified	Unclassified	Unclassified
Seq_9565	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unclassified
Seq_9566	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Unclassified
Seq_9567	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_9568	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq_9569	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9570	Archaea	Crenarchaeota	Nitrososphaeria	Group 1.1c	Unclassified	Unclassified
Seq_9571	Bacteria	Actinobacteriota	Acidimicrobiia	Unclassified	Unclassified	Unclassified
Seq_9572	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Seq_9573	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unclassified	Unclassified
Seq_9574	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Seq_9575	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_9576	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9577	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Unclassified
Seq_9578	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
Seq_9579	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	Unclassified
Seq_9580	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Unclassified
Seq_9581	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Unclassified
Seq_9582	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus
Seq_9583	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unclassified
Seq_9584	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Seq_9585	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_9586	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_9587	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium
Seq_9588	Bacteria	Armatimonadota	Unclassified	Unclassified	Unclassified	Unclassified
Seq_9589	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unclassified
Seq_9590	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_9591	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unclassified
Seq_9592	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Seq_9593	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Unclassified
Seq_9594	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unclassified	Unclassified
Seq_9595	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Unclassified
Seq_9596	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9597	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9598	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
Seq_9599	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9600	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unclassified
