ASV,Kingdom,Phylum,Class,Order,Family,Genus,Site,Hours,Oxygen,Label,baseMean,log2FoldChange,lfcSE,pvalue,padj
Seq_2712,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Plešné,24 h,Oxic,Labelled,1.7079576257636437,2.3699225988752155,1.5878641657026582,7.082610521964616e-4,0.013677716683326473
Seq_1555,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Unclassified,Plešné,24 h,Oxic,Labelled,1.9743621589118656,1.5733797893402026,1.2680948471668527,0.002862216341183434,0.044334538534789233
Seq_2546,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Plešné,24 h,Oxic,Labelled,2.453395876660898,3.3003838975774653,1.4792163989903835,1.0555139137352181e-4,0.002615915316207116
Seq_3458,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Unclassified,Unclassified,Plešné,24 h,Oxic,Labelled,2.6575853497438002,1.9433958888188516,1.4186997592899653,0.0014516873795543893,0.025398308144335243
Seq_3403,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Plešné,24 h,Oxic,Labelled,2.7709136523770614,3.0181581187011695,1.4839814065296102,1.8686646980948428e-4,0.004086330008922104
Seq_2950,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidisoma,Plešné,24 h,Oxic,Labelled,2.908733006770857,3.5961879495062896,1.415834890647836,5.0631289554252025e-5,0.0013688859557667774
Seq_2281,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Elsteraceae,Unclassified,Plešné,24 h,Oxic,Labelled,3.008021779864181,1.5256317079634392,0.9332670412995349,0.0016464604652644001,0.027821439907365488
Seq_1869,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Plešné,24 h,Oxic,Labelled,3.056515876571667,3.5063252515579535,1.2929722479475052,4.5517010087011214e-5,0.0012770527169695411
Seq_225,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella,Plešné,24 h,Oxic,Labelled,3.0982424119947676,4.375010105746981,0.9772729085710447,3.9680373036130485e-7,1.404874159636334e-5
Seq_700,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,24 h,Oxic,Labelled,3.1764718039234037,1.7130488075232078,1.3028465809540748,0.00213806416224118,0.03418603665863048
Seq_1724,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Plešné,24 h,Oxic,Labelled,3.176728333830906,3.3464186406584395,1.2030774294023594,4.8451599325323006e-5,0.0013342134851250984
Seq_2863,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,Plešné,24 h,Oxic,Labelled,3.194143517888554,1.7543615720633476,0.9455704823664063,7.963291503542308e-4,0.015181300597137709
Seq_879,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,Plešné,24 h,Oxic,Labelled,4.457634610026092,1.433686043110515,0.7351586134200144,0.0010073324525061975,0.01826711410825263
Seq_1762,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,Labrys,Plešné,24 h,Oxic,Labelled,4.868265686263198,3.1674853175778104,0.8349330958772384,7.448954839735019e-6,2.3076241347262446e-4
Seq_1610,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Plešné,24 h,Oxic,Labelled,4.982157967326594,2.5339577134518323,1.8297196448211481,5.072001527595018e-4,0.010331597632238072
Seq_2026,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Plešné,24 h,Oxic,Labelled,5.29221495238424,1.5661997493410165,0.713046589799194,4.592648123115926e-4,0.009485094109824142
Seq_600,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Plešné,24 h,Oxic,Labelled,5.5015778934529775,3.0710559378042217,1.0274092637434356,4.143866911764396e-5,0.0011849865572680109
Seq_826,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidisoma,Plešné,24 h,Oxic,Labelled,5.856373559308741,0.9536018254977618,0.4072511922544505,0.0032527785453355506,0.04885739087791883
Seq_1061,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidicapsa,Plešné,24 h,Oxic,Labelled,6.050912065566923,2.2643816304341975,0.9131740083589566,1.5016718820888214e-4,0.003383312255554663
Seq_1550,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Unclassified,Plešné,24 h,Oxic,Labelled,6.205843020595321,1.3786338323584062,0.693493569876962,0.0010442491577676264,0.018708415633740486
Seq_1149,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Plešné,24 h,Oxic,Labelled,6.650899369448271,1.7896158367153039,0.5524569501149579,2.186927966432754e-5,6.376395855069618e-4
Seq_1497,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,24 h,Oxic,Labelled,6.680408324587026,4.795133383538736,0.8994565100695192,6.724141486626387e-9,3.5709994252190845e-7
Seq_2191,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Plešné,24 h,Oxic,Labelled,6.867187502564473,3.62222820493652,0.6638703489829345,2.6214866221563305e-8,1.1465148844548422e-6
Seq_937,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Plešné,24 h,Oxic,Labelled,7.091011894023248,2.1670375092478387,0.5903616242710811,7.1008637837686075e-6,2.2465924354178553e-4
Seq_163,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Unclassified,Unclassified,Plešné,24 h,Oxic,Labelled,7.185320195038699,1.0733401536849176,0.39133809468099107,8.460988223854588e-4,0.015726861861089715
Seq_1183,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,24 h,Oxic,Labelled,7.404380249810092,3.2544167586494566,0.679507345256179,4.5062222041911995e-7,1.5583145157284453e-5
Seq_519,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Plešné,24 h,Oxic,Labelled,8.390960095194139,2.8469522257486846,1.1162430700964345,1.0368378146464788e-4,0.0026131827633547695
Seq_122,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Plešné,24 h,Oxic,Labelled,8.428133087704179,1.478336683631338,0.6875631833951784,5.945391045243046e-4,0.01178772864570188
Seq_1239,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidisoma,Plešné,24 h,Oxic,Labelled,8.699880455720278,1.8526378549447222,0.668644179136719,8.035205204131712e-5,0.002096201778691904
Seq_1020,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,24 h,Oxic,Labelled,9.096495565528972,1.9046048896992784,0.7307178587861528,1.2123290671660189e-4,0.0029076343917352745
Seq_1257,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Unclassified,Plešné,24 h,Oxic,Labelled,9.922017444116493,2.9933220718056814,0.4736775907158113,8.215830173784431e-10,5.3117128123554135e-8
Seq_161,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Unclassified,Unclassified,Plešné,24 h,Oxic,Labelled,9.957722955915957,1.1379977438170978,0.3604109229973225,2.4945610324707544e-4,0.005375959790266684
Seq_1346,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Plešné,24 h,Oxic,Labelled,10.073681111283838,4.188746346170859,0.6478549993839536,6.285115369742584e-11,5.841229096754514e-9
Seq_1231,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18 freshwater group,Plešné,24 h,Oxic,Labelled,10.485600966974681,3.553339340768211,1.048741360177202,1.4169137638993415e-5,4.2998995243231035e-4
Seq_104,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Plešné,24 h,Oxic,Labelled,10.64637420828386,0.8913125492736587,0.29329999235745136,0.001971892803860823,0.03240165047361276
Seq_1361,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Plešné,24 h,Oxic,Labelled,11.152843248153449,1.297963094241083,0.5346660509649598,5.151418325427215e-4,0.010351566283662524
Seq_431,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,Plešné,24 h,Oxic,Labelled,12.0654517312579,1.7388045239646002,0.3753367793298952,2.013940750285254e-7,7.678794604292751e-6
Seq_817,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Plešné,24 h,Oxic,Labelled,12.12702978879458,1.1838300746834107,0.39638022143585433,2.6601659854386166e-4,0.005650952600496033
Seq_405,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Plešné,24 h,Oxic,Labelled,12.446211447535898,1.0254804828480213,0.36137596120777427,9.905899354971386e-4,0.018185274494867225
Seq_825,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Arsenicitalea,Plešné,24 h,Oxic,Labelled,12.517917370023861,3.293395846116318,0.45049022969793323,2.025445674075598e-12,2.738034288500377e-10
Seq_221,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Plešné,24 h,Oxic,Labelled,12.721496421206572,2.845553441530101,1.2082474339792935,1.4429911442617372e-4,0.0033011197407956973
Seq_202,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Unclassified,Plešné,24 h,Oxic,Labelled,12.795805098992094,1.3493278018820807,0.5381217981520804,3.613976831613181e-4,0.007568990913533521
Seq_1003,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,24 h,Oxic,Labelled,13.037056154970369,2.706059551064258,0.46364435628864914,8.113995953785586e-9,4.16052137354454e-7
Seq_819,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,24 h,Oxic,Labelled,13.25927637428509,1.4313963089248647,0.4007776928461408,1.604530842998773e-5,4.7718747270783507e-4
Seq_533,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Plešné,24 h,Oxic,Labelled,13.381838374876644,3.425750220087469,0.8640760793823117,4.444021463469349e-6,1.436578242647592e-4
Seq_1287,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Plešné,24 h,Oxic,Labelled,13.900911090577194,2.052212440697252,0.3852315618219507,2.0484569660216184e-8,9.230471237800444e-7
Seq_367,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,24 h,Oxic,Labelled,14.10293619064216,1.0301316055405678,0.2668131964926166,1.3349588512985542e-4,0.0031016934560639843
Seq_164,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidipila,Plešné,24 h,Oxic,Labelled,14.248100006666224,2.4814227787269503,0.40257012167252226,1.5629912635479222e-9,9.684033370399002e-8
Seq_298,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,Plešné,24 h,Oxic,Labelled,14.729299290823054,0.9207795838158436,0.2992350696969189,0.0014760786937888448,0.02552243043795363
Seq_41,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Plešné,24 h,Oxic,Labelled,14.989758459522045,0.8826625899157078,0.2864979601877177,0.0019828851332204175,0.03240165047361276
Seq_292,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Plešné,24 h,Oxic,Labelled,18.052064044826064,0.891754122279356,0.32864062785038944,0.003089355979837568,0.046876248387943506
Seq_571,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Plešné,24 h,Oxic,Labelled,18.358931722808496,0.9091739836192967,0.2889536410290243,0.0014518199006513086,0.025398308144335243
Seq_1139,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Plešné,24 h,Oxic,Labelled,20.234945181126044,2.087626637501546,0.31993066697236433,1.1590088384149786e-10,9.574700792905962e-9
Seq_304,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,Plešné,24 h,Oxic,Labelled,21.013202185793475,0.9738278307383537,0.23720845988072484,1.3157700962337698e-4,0.0031016934560639843
Seq_400,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,Plešné,24 h,Oxic,Labelled,22.467715290120456,0.9472253053297895,0.21854409661371363,1.0113261814719248e-4,0.0025928310893944
Seq_195,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidisoma,Plešné,24 h,Oxic,Labelled,22.70599621421084,0.8799949722682949,0.19964840968610592,1.6695705380870445e-4,0.0037054498360230377
Seq_55,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Plešné,24 h,Oxic,Labelled,24.764520684969835,0.7258302087028975,0.20320244370958887,0.003388677856678428,0.049890732404760614
Seq_378,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Plešné,24 h,Oxic,Labelled,24.968425916637642,1.783858729843868,0.3699372307376078,9.747081972569601e-8,4.026086359225277e-6
Seq_80,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Plešné,24 h,Oxic,Labelled,25.870546698174266,0.9735804015949666,0.23214019427776794,1.07881491273839e-4,0.002629832418429485
Seq_97,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Unclassified,Plešné,24 h,Oxic,Labelled,26.823066021436343,4.256478050618424,0.7517376817701406,3.9458557327322885e-9,2.173143509101079e-7
Seq_503,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Plešné,24 h,Oxic,Labelled,27.02427535375587,3.6818970221178207,0.6232588097073528,2.935149829291494e-9,1.7458271184625808e-7
Seq_138,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Plešné,24 h,Oxic,Labelled,28.44185194138765,3.4746672456172214,0.4996140605215288,1.2916159771231554e-11,1.4774099676785631e-9
Seq_208,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,Plešné,24 h,Oxic,Labelled,30.16767097345939,1.4089085586641446,0.28038718503391713,1.4078521577524027e-7,5.509147785731113e-6
Seq_333,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Plešné,24 h,Oxic,Labelled,30.655824531633577,3.991239604722888,0.6037179258568145,3.913871228022462e-11,3.879951010712934e-9
Seq_327,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,24 h,Oxic,Labelled,31.565600232678936,1.6284371940642486,0.37241934082549055,5.974683339526259e-7,2.0191713922444427e-5
Seq_276,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Plešné,24 h,Oxic,Labelled,33.55877298567333,3.4248304734861503,0.51601386617859335,8.88503258125855e-11,7.77179026372439e-9
Seq_203,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,Plešné,24 h,Oxic,Labelled,34.732273592613566,0.6927910518001235,0.17389290970323212,0.0023540224052402267,0.03723863102757678
Seq_172,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Plešné,24 h,Oxic,Labelled,38.960522066433626,4.48139116591857,0.6275742865101517,5.886216219235392e-13,9.725337242225587e-11
Seq_173,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,24 h,Oxic,Labelled,38.96327079552067,2.519795090403516,0.4707487376316843,4.7978293291264454e-8,2.038392060688864e-6
Seq_234,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,Plešné,24 h,Oxic,Labelled,42.234372798227255,0.8414635530024507,0.1693156857453285,6.639992677645889e-5,0.0017631551985106137
Seq_136,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Unclassified,Unclassified,Plešné,24 h,Oxic,Labelled,42.869355429905944,1.4809968486949938,0.2982841829051986,1.1039459771800453e-07,4.436669373153317e-6
Seq_1142,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,Unclassified,Plešné,24 h,Oxic,Labelled,44.47719412860437,3.021928337956849,0.471756591969981,5.1738653693075e-10,3.49706263825466e-8
Seq_85,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Plešné,24 h,Oxic,Labelled,46.55520115316054,0.7698119305256536,0.23007730866376216,0.0033112267469476834,0.04923794172711205
Seq_299,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,Plešné,24 h,Oxic,Labelled,47.39888712044556,1.1402182479793017,0.23515418955542844,3.3873231826073643e-6,1.1193221272304779e-4
Seq_117,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Plešné,24 h,Oxic,Labelled,49.11920063991873,0.6891953315551514,0.1650272031767368,0.0017588973742270234,0.02938742017388296
Seq_388,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Plešné,24 h,Oxic,Labelled,52.91034635484327,5.15094818976878,0.8300211848102246,3.596675811873602e-11,3.8201835230400326e-9
Seq_56,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,24 h,Oxic,Labelled,55.76966037887557,2.6323111902199474,0.3976674797402966,1.9998021754762826e-10,1.486852917466616e-8
Seq_73,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Plešné,24 h,Oxic,Labelled,65.63676868441185,0.7490560466170593,0.17212498764049028,6.95195017925938e-4,0.013602039363893021
Seq_129,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Plešné,24 h,Oxic,Labelled,75.81459106098679,1.3873567589933156,0.24634531183148986,1.596795828459402e-8,7.914784656397103e-7
Seq_105,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus,Plešné,24 h,Oxic,Labelled,76.22819450835726,4.272336335653708,0.8044956012030976,1.9687594434013836e-8,9.148579038555805e-7
Seq_37,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Plešné,24 h,Oxic,Labelled,92.52573428095737,0.9546149261687,0.15017491977423691,2.6481383444530913e-7,9.844454295504367e-6
Seq_233,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Telmatospirillum,Plešné,24 h,Oxic,Labelled,104.76166951543205,2.6614308101119657,0.4400186871561293,3.1154610137640854e-9,1.7818040490258442e-7
Seq_77,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Plešné,24 h,Oxic,Labelled,119.33533292541641,1.451083349677582,0.26494820706187255,1.7678360424523196e-8,8.479910306859997e-7
Seq_200,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus,Plešné,24 h,Oxic,Labelled,123.81927959108025,3.2956801212509137,0.4453463997506668,1.1501393237723264e-12,1.7102571744494493e-10
Seq_101,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,Plešné,24 h,Oxic,Labelled,144.66110359281348,1.7341854723191104,0.27727493868958847,1.9154634201905826e-10,1.486852917466616e-8
Seq_126,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Plešné,24 h,Oxic,Labelled,198.28501735672353,3.7629893400593777,0.5278478238926455,2.6331197212055543e-12,3.2628741878605496e-10
Seq_44,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Plešné,24 h,Oxic,Labelled,200.15813408840344,4.981361191135608,0.5456798741740959,8.781457665450382e-20,4.3526758495082396e-17
Seq_162,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Plešné,24 h,Oxic,Labelled,230.11652554914917,5.279560113952832,0.6299592438009343,1.542310888092855e-17,4.58683258118815e-15
Seq_38,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidicaldus,Plešné,24 h,Oxic,Labelled,230.76294987230855,1.254211587234261,0.24002182378738204,2.863559549801298e-7,1.0385641586718365e-5
Seq_74,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Plešné,24 h,Oxic,Labelled,255.92812605245916,5.15301531923883,0.6865752085046655,1.164032055388594e-14,2.1636445829535493e-12
Seq_24,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Plešné,24 h,Oxic,Labelled,263.70113972395876,1.4378157133305833,0.22489508655194057,3.7134598271521694e-10,2.629483220464417e-8
Seq_20,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Plešné,24 h,Oxic,Labelled,271.71308817886126,4.232641361010095,0.4631974832610417,5.099519177889709e-19,1.8957462543804995e-16
Seq_26,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,Plešné,24 h,Oxic,Labelled,281.589078092651,2.0586125196981317,0.24774604059195188,5.459988944897602e-15,1.1598576515803905e-12
Seq_49,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Plešné,24 h,Oxic,Labelled,340.9599063563025,4.878350385406077,0.4932962275760362,1.6661459180157344e-22,2.477558980089397e-19
Seq_15,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Plešné,24 h,Oxic,Labelled,386.65833143037,4.713098550647354,0.4912101165327001,3.3914185568171634e-21,2.521519696993561e-18
Seq_8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Plešné,24 h,Oxic,Labelled,999.3750290201034,4.126672709973115,0.4900448846189706,1.7481194117418016e-16,4.3324226087667654e-14
Seq_818,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,48 h,Oxic,Labelled,5.24841354381758,2.2814831129749464,1.0198502039960853,6.31536802151818e-5,0.007494236718868241
Seq_503,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Plešné,48 h,Oxic,Labelled,5.864274947026658,1.6921573244874362,0.9939498580567242,2.876601929256862e-4,0.024230574483554247
Seq_1231,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18 freshwater group,Plešné,48 h,Oxic,Labelled,9.180891034099886,1.186811637463722,0.812392726695148,8.383024295972428e-4,0.04968965402033463
Seq_333,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Plešné,48 h,Oxic,Labelled,12.655239076165884,1.3674297404248867,0.6411968520401105,3.4031705735328995e-4,0.024230574483554247
Seq_173,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,48 h,Oxic,Labelled,17.193157115563018,1.6228359033832243,0.3116558275467708,1.6190770124517156e-6,0.0011527828328656215
Seq_388,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Plešné,48 h,Oxic,Labelled,17.48713509400941,1.5008931115482496,1.1567842689353234,4.4188610442076815e-4,0.02860208239523518
Seq_162,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Plešné,48 h,Oxic,Labelled,70.19752607479539,2.2799715259942386,0.700711528743893,2.7326614276942784e-5,0.0038913098730366524
Seq_126,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Plešné,48 h,Oxic,Labelled,105.68885916538413,1.1197894316156343,0.7445368819538247,9.072549189106042e-4,0.04968965402033463
Seq_20,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Plešné,48 h,Oxic,Labelled,153.09229903225162,1.47967878410828,0.7373605796996103,3.316929394459073e-4,0.024230574483554247
Seq_15,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Plešné,48 h,Oxic,Labelled,180.65848846783493,2.1183454547145564,0.5877039789204825,2.3063767462158287e-5,0.0038913098730366524
Seq_74,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Plešné,48 h,Oxic,Labelled,188.2206797820858,2.3938667415160446,0.578993030527377,6.1573308158303896e-6,0.0021920097704356185
Seq_49,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Plešné,48 h,Oxic,Labelled,240.15613544679752,2.2235386935035075,0.569636841771332,1.2462849181269922e-5,0.002957849539021395
Seq_8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Plešné,48 h,Oxic,Labelled,334.6754796318199,1.694303680388722,0.6208435228700461,1.1937980937298718e-4,0.01214263203908098
Seq_1001,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,Plešné,72 h,Oxic,Labelled,0.9887970793355196,1.6332496160683445,1.2896092162030257,0.003221336153893391,0.04113617761122268
Seq_1957,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Unclassified,Plešné,72 h,Oxic,Labelled,1.085465906965727,1.935452930268992,1.3474820590477203,0.00159693401747908,0.023418779466661713
