ASV,Kingdom,Phylum,Class,Order,Family,Genus,Site,Hours,Oxygen,Label,baseMean,log2FoldChange,lfcSE,pvalue,padj
Seq_914,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Unclassified,Čertovo,48 h,Oxic,Labelled,16.088682690399157,2.716206668696652,0.490801329676448,9.983020756939009e-8,4.549405173519348e-6
Seq_811,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,Čertovo,48 h,Oxic,Labelled,16.697092758518004,3.2793433539083905,0.42682865174321605,3.959590315582487e-13,4.81184499303167e-11
Seq_700,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Čertovo,48 h,Oxic,Labelled,17.904705542362546,2.015145174439017,0.336236573006179,1.0405847911353608e-8,5.806345992761922e-7
Seq_374,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,Čertovo,48 h,Oxic,Labelled,17.980455548193223,1.4698581944735103,0.36983378234703257,2.733010577377841e-6,1.0108178251403262e-4
Seq_54,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Čertovo,48 h,Oxic,Labelled,18.230940170366484,2.207754759872645,2.051488996087047,0.0022212463786400087,0.047238506319077514
Seq_693,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,Čertovo,48 h,Oxic,Labelled,18.313983461822506,2.3569661986368056,0.34272302522965636,2.085515810625693e-10,1.7740787829055895e-8
Seq_1654,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Čertovo,48 h,Oxic,Labelled,18.70331345106458,7.051101912118605,0.9546419039585571,2.2758720121203287e-14,3.4164855146653407e-12
Seq_1072,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Čertovo,48 h,Oxic,Labelled,19.041622967208014,5.646241427971011,1.1538459712829148,1.4801113312315602e-7,6.626744065443757e-6
Seq_195,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidisoma,Čertovo,48 h,Oxic,Labelled,19.164569310725636,0.9821085698680178,0.2329734675737667,1.1863765749909602e-5,3.983727657074909e-4
Seq_1198,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Čertovo,48 h,Oxic,Labelled,19.25002670103952,6.14597865693844,1.4228826077577876,6.560961266630341e-7,2.7448480577771523e-5
