Comparison,ASV,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Plesne & Oxic & Labelled,Seq_1720,3.2776605169079995,0.9325034750451214,0.339773500003083,2.744485591244344,0.0030302907476977684,0.03060593655174746
Plesne & Oxic & Labelled,Seq_2863,3.250789412038299,3.175894285781463,0.4819876881926583,6.589160602193653,2.2116006131471387e-11,1.0309461319747431e-9
Plesne & Oxic & Labelled,Seq_879,3.203171178829822,1.1282633888777096,0.43381170345733144,2.6008136246344553,0.004650148267559612,0.045208393317772065
Plesne & Oxic & Labelled,Seq_1869,3.106073399316207,3.3455859690409073,0.618848770513105,5.406144648662689,3.219789872056723e-8,8.869057556665338e-7
Plesne & Oxic & Labelled,Seq_337,2.905122408226222,4.606006564809577,1.1908113413728159,3.8679565811823595,5.487560018182599e-5,8.987733435185555e-4
Plesne & Oxic & Labelled,Seq_1426,2.810989105603162,2.0987125143474006,0.6930049919831407,3.0284233715858395,0.0012291670716248733,0.014143200862114048
Plesne & Oxic & Labelled,Seq_1870,2.685948944836804,0.9255719662938563,0.30532728241229273,3.0314093093195265,0.00121707515579831,0.014093265179881067
Plesne & Oxic & Labelled,Seq_2950,2.6852294834533197,3.1898234763010316,0.6766882975374716,4.713874154332328,1.2152540252252303e-6,2.6301569260231768e-5
Plesne & Oxic & Labelled,Seq_2721,2.647986723985603,1.9622422008869995,0.45078104330267044,4.352982961551647,6.7148795745675245e-6,1.326918594191713e-4
Plesne & Oxic & Labelled,Seq_1522,2.5786472960288758,3.3076733277374544,0.5940831427699615,5.567694300018606,1.2906608540135039e-8,3.8465925124533604e-7
Plesne & Oxic & Labelled,Seq_2220,2.377057987467925,3.803761062552347,0.6498071892941553,5.853676483148999,2.404117556516994e-9,8.405164841822875e-8
Plesne & Oxic & Labelled,Seq_3403,2.3126371833226176,4.320199188419085,0.6925685940659662,6.237936899586862,2.2168971160226571e-10,8.575146716870618e-9
Plesne & Oxic & Labelled,Seq_1654,2.25990093398511,4.437046157760828,1.2158472119978903,3.6493451759204487,1.314548189363825e-4,0.0020252954307317236
Plesne & Oxic & Labelled,Seq_1110,2.2034817216602645,1.5852786102363388,0.49081752323088423,3.229873700924512,6.192245690028584e-4,0.008157610626428962
Plesne & Oxic & Labelled,Seq_1724,2.2023867443859753,2.472295047624641,0.6018427605334328,4.107875361719672,1.9965774055436846e-5,3.6980706774154457e-4
Plesne & Oxic & Labelled,Seq_287,2.073572732243029,2.910038338423748,1.136362813986381,2.560835591069089,0.005221037933477675,0.04995708927927586
Plesne & Oxic & Labelled,Seq_1795,2.0546285728868128,1.9617327715198196,0.6278679632208424,3.1244352100026034,8.907337473608552e-4,0.01116795829449679
Plesne & Oxic & Labelled,Seq_2619,2.033737927497785,1.5118400343055363,0.40006783957533754,3.7789591782991563,7.874261805909064e-5,0.0012557375406265507
Plesne & Oxic & Labelled,Seq_3458,2.0297817639383453,2.93569162429778,0.7149951008483447,4.105890545004532,2.013800863939104e-5,3.6980706774154457e-4
Plesne & Oxic & Labelled,Seq_1056,2.001842209723827,1.228966731334607,0.40718231249425585,3.018222289191268,0.001271311622857164,0.014445278314714528
Plesne & Oxic & Labelled,Seq_2281,2.000487952676029,2.084235535526108,0.5462412396266226,3.8155953529813402,6.792749025299733e-5,0.0010928511263712311
Plesne & Oxic & Labelled,Seq_2842,1.9922059433548218,3.3332402712061864,0.8181463471100507,4.074136959701935,2.3092648573928445e-5,4.1566767433071203e-4
Plesne & Oxic & Labelled,Seq_783,1.9451059285075505,3.7392994031232685,1.3204346854507374,2.831870023049901,0.002313832777580232,0.024890816506750662
Plesne & Oxic & Labelled,Seq_2862,1.906637101199746,1.753140215977814,0.6068202666499862,2.8890600929599883,0.0019319761250062328,0.02141666216622763
Plesne & Oxic & Labelled,Seq_257,1.8942120533517433,2.5995352732967683,0.8357469993196653,3.110433271567716,9.340654972818239e-4,0.01155191206842419
Plesne & Oxic & Labelled,Seq_2546,1.8694887779132057,3.8899017142740795,0.8587288252095137,4.529837126784485,2.9514587034903756e-6,6.239246422029654e-5
Plesne & Oxic & Labelled,Seq_2209,1.86254583969173,1.8933404019830515,0.7306593209693014,2.5912766013459234,0.00478103008970516,0.04623357820789351
Plesne & Oxic & Labelled,Seq_2365,1.845789972667994,2.379074705444318,0.5433128192683565,4.378830428937902,5.965896253841021e-6,1.2051110432758863e-4
Plesne & Oxic & Labelled,Seq_1555,1.8331032640609537,1.919592410359479,0.5317225757168486,3.610139004858983,1.5301647751964613e-4,0.002318199634422639
